small with extra output
&& dump.0.1.amd.Bova.rma10-374.tree.nf 355253.842000 2000655
&& dump.0.1.amd.IPSO.HTC_336_4438-2534.tree.nf 39560.520000 279187672
&& dump.0.1.amd.MaxPlanck.shallow_water1-2261.tree.nf 526678.776667 90291374
&& dump.0.1.amd.QY.case39-2136.tree.nf 76345.856000 2202115
&& dump.0.1.amd.TSOPF.TSOPF_RS_b300_c3-2239.tree.nf 999005.022000 25451835
&& dump.0.1.metis.Boeing.ct20stif-356.tree.nf 3163643.826667 3256703
&& dump.0.1.metis.Bova.rma10-374.tree.nf 260724.610000 1281587
&& dump.0.1.metis.CPM.cz40948-2567.tree.nf 1055.492000 3939428
&& dump.0.1.metis.DNVS.shipsec5-1280.tree.nf 36960836.051333 60482803
&& dump.0.1.metis.FEMLAB.sme3Dc-932.tree.nf 2697725.978000 2254226
&& dump.0.1.metis.Goodwin.rim-447.tree.nf 45999.924000 710054
&& dump.0.1.metis.HVDC.hvdc2-1875.tree.nf 12367.118000 4043544
&& dump.0.1.metis.Schenk_IBMSDS.matrix_9-959.tree.nf 57422702.432667 103900677
&& dump.0.1.metis.Schmid.thermal1-1402.tree.nf 115710.394667 51194468
&& dump.0.1.metis.Shyy.shyy161-809.tree.nf 159802.266667 51659707
&& dump.0.1.metis.Wang.wang4-833.tree.nf 2117447.601333 5720481
&& dump.0.1.metis.Watson.Baumann-1855.tree.nf 6780649.463333 116230522
&& dump.1.1.amd.QY.case39-2136.tree.nf 104406.696000 1597886
&& dump.1.1.metis.CPM.cz40948-2567.tree.nf 1078.122000 1950323
&& dump.1.1.metis.IPSO.HTC_336_4438-2534.tree.nf 21388.094000 21607555
&& dump.1.2.amd.QY.case39-2136.tree.nf 105790.500667 1242366
&& dump.1.3.amd.QY.case39-2136.tree.nf 108348.796667 905508
&& dump.1.3.metis.Schenk_IBMNA.c-big-1579.tree.nf 65542428.176001 32814120
&& dump.1.4.metis.Schenk_IBMNA.c-big-1579.tree.nf 66602417.633334 6766568
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 161373.816000 5611874
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 161373.816000 5622883
3-level
heterogeneous
terminate called after throwing an instance of 'nlohmann::detail::parse_error'
  what():  [json.exception.parse_error.101] parse error at line 1, column 1: syntax error while parsing value - unexpected end of input; expected '[', '{', or a literal
/work/kulagins/tree-scheduler/runscript-nobiggest-newconfiguration.sh: Zeile 12: 765580 Abgebrochen             (Speicherabzug geschrieben) ./main ./real_Trees/trees/ treesListNoBiggest.txt 1 0 2 -1 0 ./cluster_27proc_1-1,5-3.json
homogeneous many small
&& dump.0.1.amd.Dehghani.light_in_tissue-1873.tree.nf 243596.084667 3843458
&& dump.1.3.metis.IPSO.HTC_336_4438-2534.tree.nf 36751.838000 23545849
&& dump.1.4.metis.IPSO.HTC_336_4438-2534.tree.nf 34224.553333 11012411
&& dump.0.1.amd.Bova.rma10-374.tree.nf 353630.502667 2308558
&& dump.0.1.amd.IPSO.HTC_336_4438-2534.tree.nf 68934.388000 281551626
&& dump.0.1.amd.MaxPlanck.shallow_water1-2261.tree.nf 1045419.346000 92479918
&& dump.0.1.amd.QY.case39-2136.tree.nf 123372.206667 2585423
&& dump.0.1.amd.TSOPF.TSOPF_RS_b300_c3-2239.tree.nf 998426.022000 28462243
&& dump.0.1.metis.Boeing.ct20stif-356.tree.nf 3163643.826667 3528571
&& dump.0.1.metis.Bova.rma10-374.tree.nf 260724.610000 1377148
&& dump.0.1.metis.CPM.cz40948-2567.tree.nf 2476.132000 4150072
&& dump.0.1.metis.DNVS.shipsec5-1280.tree.nf 36960824.831333 66549524
&& dump.0.1.metis.FEMLAB.sme3Dc-932.tree.nf 2697725.978000 2466915
&& dump.0.1.metis.Goodwin.rim-447.tree.nf 81213.850000 738925
&& dump.0.1.metis.HVDC.hvdc2-1875.tree.nf 20467.113333 4666224
&& dump.0.1.metis.Schenk_IBMSDS.matrix_9-959.tree.nf 65898851.518667 113631772
&& dump.0.1.metis.Schmid.thermal1-1402.tree.nf 130351.389333 52948270
&& dump.0.1.metis.Shyy.shyy161-809.tree.nf 185402.266667 53893173
&& dump.0.1.metis.Wang.wang4-833.tree.nf 2117447.601333 6239440
&& dump.0.1.metis.Watson.Baumann-1855.tree.nf 8017193.463333 118862368
&& dump.1.1.amd.QY.case39-2136.tree.nf 166688.434667 1698124
&& dump.1.1.metis.CPM.cz40948-2567.tree.nf 3388.499333 2091882
&& dump.1.1.metis.IPSO.HTC_336_4438-2534.tree.nf 21387.772000 22042212
&& dump.1.2.amd.QY.case39-2136.tree.nf 169211.680667 1245085
&& dump.1.3.amd.QY.case39-2136.tree.nf 174344.454667 948708
&& dump.1.3.metis.Schenk_IBMNA.c-big-1579.tree.nf 65542413.877334 35070506
&& dump.1.4.metis.Schenk_IBMNA.c-big-1579.tree.nf 66602349.166668 6528241
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf -1.000000 213820
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf -1.000000 247315
homogeneous average average
&& dump.0.1.amd.Dehghani.light_in_tissue-1873.tree.nf 155980.084667 3874591
&& dump.1.3.metis.IPSO.HTC_336_4438-2534.tree.nf 23527.738000 15546117
&& dump.1.4.metis.IPSO.HTC_336_4438-2534.tree.nf 34231.978000 14010098
&& dump.0.1.amd.Bova.rma10-374.tree.nf 355253.842000 2001197
&& dump.0.1.amd.IPSO.HTC_336_4438-2534.tree.nf 39560.520000 275283288
&& dump.0.1.amd.MaxPlanck.shallow_water1-2261.tree.nf 526678.776667 90771561
&& dump.0.1.amd.QY.case39-2136.tree.nf 76345.856000 2200032
&& dump.0.1.amd.TSOPF.TSOPF_RS_b300_c3-2239.tree.nf 999005.022000 25473538
&& dump.0.1.metis.Boeing.ct20stif-356.tree.nf 3163643.826667 3251688
&& dump.0.1.metis.Bova.rma10-374.tree.nf 260724.610000 1284175
&& dump.0.1.metis.CPM.cz40948-2567.tree.nf 1055.492000 3962514
&& dump.0.1.metis.DNVS.shipsec5-1280.tree.nf 36960836.051333 65045532
&& dump.0.1.metis.FEMLAB.sme3Dc-932.tree.nf 2697725.978000 2297676
&& dump.0.1.metis.Goodwin.rim-447.tree.nf 45999.924000 712026
&& dump.0.1.metis.HVDC.hvdc2-1875.tree.nf 12367.118000 4064016
&& dump.0.1.metis.Schenk_IBMSDS.matrix_9-959.tree.nf 57422702.432667 109350800
&& dump.0.1.metis.Schmid.thermal1-1402.tree.nf 115710.394667 52531223
&& dump.0.1.metis.Shyy.shyy161-809.tree.nf 159802.266667 53374775
&& dump.0.1.metis.Wang.wang4-833.tree.nf 2117447.601333 5825694
&& dump.0.1.metis.Watson.Baumann-1855.tree.nf 6780649.463333 121229539
&& dump.1.1.amd.QY.case39-2136.tree.nf 104406.696000 1632080
&& dump.1.1.metis.CPM.cz40948-2567.tree.nf 1078.122000 1964101
&& dump.1.1.metis.IPSO.HTC_336_4438-2534.tree.nf 21388.094000 21853075
&& dump.1.2.amd.QY.case39-2136.tree.nf 105790.500667 1237661
&& dump.1.3.amd.QY.case39-2136.tree.nf 108348.796667 901959
&& dump.1.3.metis.Schenk_IBMNA.c-big-1579.tree.nf 65542428.176001 32722497
&& dump.1.4.metis.Schenk_IBMNA.c-big-1579.tree.nf 66602417.633334 6659793
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 161373.816000 5590382
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 161373.816000 5609512
homogeneous few big
&& dump.0.1.amd.Dehghani.light_in_tissue-1873.tree.nf 161696.385333 3787038
&& dump.1.3.metis.IPSO.HTC_336_4438-2534.tree.nf 23530.580667 15536170
&& dump.1.4.metis.IPSO.HTC_336_4438-2534.tree.nf 34628.722667 13946460
&& dump.0.1.amd.Bova.rma10-374.tree.nf 389872.153333 2039051
&& dump.0.1.amd.IPSO.HTC_336_4438-2534.tree.nf 42329.904667 284981241
&& dump.0.1.amd.MaxPlanck.shallow_water1-2261.tree.nf 532136.757333 90344990
&& dump.0.1.amd.QY.case39-2136.tree.nf 95208.509333 2224628
&& dump.0.1.amd.TSOPF.TSOPF_RS_b300_c3-2239.tree.nf 999584.022000 24864907
&& dump.0.1.metis.Boeing.ct20stif-356.tree.nf 3163643.826667 3335802
&& dump.0.1.metis.Bova.rma10-374.tree.nf 260724.610000 1301527
&& dump.0.1.metis.CPM.cz40948-2567.tree.nf 1686.221333 3927965
&& dump.0.1.metis.DNVS.shipsec5-1280.tree.nf 36960992.806000 64343258
&& dump.0.1.metis.FEMLAB.sme3Dc-932.tree.nf 2697725.978000 1898540
&& dump.0.1.metis.Goodwin.rim-447.tree.nf 45999.924000 722412
&& dump.0.1.metis.HVDC.hvdc2-1875.tree.nf 12367.174667 4019509
&& dump.0.1.metis.Schenk_IBMSDS.matrix_9-959.tree.nf 57422702.432667 108831533
&& dump.0.1.metis.Schmid.thermal1-1402.tree.nf 117732.755333 51358408
&& dump.0.1.metis.Shyy.shyy161-809.tree.nf 171149.256667 52820224
&& dump.0.1.metis.Wang.wang4-833.tree.nf 2117447.601333 5622349
&& dump.0.1.metis.Watson.Baumann-1855.tree.nf 6780649.463333 114158477
&& dump.1.1.amd.QY.case39-2136.tree.nf 130426.029333 1593328
&& dump.1.1.metis.CPM.cz40948-2567.tree.nf 1721.713333 1952054
&& dump.1.1.metis.IPSO.HTC_336_4438-2534.tree.nf 21389.586000 21287882
&& dump.1.2.amd.QY.case39-2136.tree.nf 132255.267333 1207032
&& dump.1.3.amd.QY.case39-2136.tree.nf 135790.151333 902672
&& dump.1.3.metis.Schenk_IBMNA.c-big-1579.tree.nf 65542449.327334 31221083
&& dump.1.4.metis.Schenk_IBMNA.c-big-1579.tree.nf 66602516.889334 6391973
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 161373.822000 5497606
&& dump.0.1.metis.Mancktelow.viscorocks-1879.tree.nf 161373.822000 5485037
