Category,Name,Heterogeneous,Many_Small,Few_Big,Avg_Avg,Ratio_Many_Small,Ratio_Few_Big,Ratio_Avg_Avg
all_large,size_2000/random_tree_3,97943.068849,97943.068849,100990.52466,101452.758562,1.0,0.9698243392510365,0.9654056748900016
all_large,size_2000/random_tree_4,105088.893685,190150.163048,105088.893685,105088.893685,0.552662653560135,1.0,1.0
all_large,size_2000/random_tree_5,66497.406272,66497.406272,63185.506816,73282.62369,1.0,1.0524154924584912,0.9074102825971022
all_large,size_2000/random_tree_6,104816.040493,165119.704861,104816.040493,104816.040493,0.6347882015731288,1.0,1.0
all_large,size_2000/random_tree_7,104111.139211,178466.713112,104111.139211,104111.139211,0.5833644683401726,1.0,1.0
all_large,size_2000/random_tree_8,78018.928907,78018.928907,80634.67835,85010.202636,1.0,0.9675604901448707,0.9177595922346461
all_large,size_2000/random_tree_9,101127.002025,175627.742717,101127.002025,101127.002025,0.575803118918133,1.0,1.0
all_large,size_20000/random_tree_1,262434.186454,320786.270258,321385.374133,517056.733993,0.8180966917409871,0.816571653772259,0.5075539475665216
all_large,size_20000/random_tree_2,330529.746614,432524.124685,335047.573335,491106.229512,0.7641880018940429,0.9865158649679793,0.6730310608001026
all_large,size_20000/random_tree_3,406703.666513,463681.416396,432534.865268,531717.310864,0.877118754670256,0.9402794992283572,0.7648870145907749
all_large,size_20000/random_tree_4,300484.33787,300484.33787,328763.76722,519183.785431,1.0,0.9139825243239893,0.5787629473454244
all_large,size_20000/random_tree_5,356023.006797,359463.150154,360640.818363,440599.197609,0.9904297746360756,0.9871955382450581,0.8080427942879386
all_large,size_30000/random_tree_1,486029.357715,486029.357715,589512.837689,788266.50035,1.0,0.824459327502223,0.6165799986415723
all_large,size_30000/random_tree_2,430958.575992,320391.709849,529714.135151,790982.495941,1.3450990233021634,0.8135682010244095,0.5448395864681
all_large,size_30000/random_tree_3,587553.273452,503051.343723,547381.938498,819884.953165,1.1679787377240962,1.073388126514055,0.7166289260265961
all_large,size_30000/random_tree_4,451780.869639,361194.484744,470944.366996,550541.514606,1.2507967001744336,0.9593083627281972,0.820611811558518
all_large,size_30000/random_tree_5,448045.098288,407307.95396,413562.483818,752056.000534,1.1000155875473048,1.0833794549052351,0.5957602864279575
all_large,size_4000/random_tree_1,160240.370975,234422.22359,168383.641165,168383.641165,0.6835545219264593,0.9516385906988413,0.9516385906988413
all_large,size_4000/random_tree_10,147588.31709,183808.582605,139653.775809,167103.761587,0.8029457329920419,1.056815802043561,0.8832136134359874
all_large,size_4000/random_tree_2,121189.639398,126120.03644,101586.788685,138547.73291,0.9609071073782509,1.1929665359713697,0.8747139837843775
all_large,size_4000/random_tree_3,129150.741873,129150.741873,136798.495206,152540.783436,1.0,0.9440947554175687,0.8466636853690114
all_large,size_4000/random_tree_4,111509.453501,130128.52958,107559.054558,147272.297965,0.8569178016604466,1.0367277209643915,0.7571651630471656
all_large,size_4000/random_tree_5,97707.089879,109451.692315,99031.266347,117595.556901,0.8926960178724397,0.9866287030667653,0.8308739926395053
all_large,size_4000/random_tree_6,147107.993272,221347.539008,152746.159288,166776.466236,0.664601892260854,0.9630880014117452,0.8820668562663524
all_large,size_4000/random_tree_7,112698.77547,112698.77547,129284.625242,162180.317513,1.0,0.8717105785707004,0.6948979826788557
all_large,size_4000/random_tree_8,154785.386065,175545.201144,163949.236202,168620.355317,0.8817409137719995,0.9441055637141894,0.9179519624069657
all_large,size_4000/random_tree_9,115721.592946,145370.003146,125519.199614,151536.534457,0.7960486375567929,0.921943362464628,0.7636547408231588
all_large,size_50000/random_tree_1,922398.276117,829405.572168,999815.941636,1387477.316007,1.1121197000231438,0.9225680824889416,0.6648024190921954
all_large,size_50000/random_tree_2,876239.161268,785788.924915,876239.161268,1296509.241375,1.1151075479497043,1.0,0.6758449020685061
all_large,size_50000/random_tree_3,693542.269666,792485.777631,707227.271741,1191121.305835,0.8751479070567366,0.9806497817295545,0.5822599816395804
all_large,size_50000/random_tree_4,750535.098055,712157.494796,789179.70574,1028244.058924,1.0538892078500044,0.9510319292248351,0.7299192166890738
all_large,size_50000/random_tree_5,873939.760286,652205.597117,899815.151273,1265504.881283,1.3399758667345856,0.9712436593778253,0.690585846970403
large_makespan_weights,size_10000/random_tree_1,33332.999684,61581.924282,33332.999684,33332.999684,0.5412789560027279,1.0,1.0
large_makespan_weights,size_10000/random_tree_10,51015.191898,141775.674872,51015.191898,51015.191898,0.35983035837465266,1.0,1.0
large_makespan_weights,size_10000/random_tree_2,52404.826281,147496.668554,52404.826281,52404.826281,0.35529498255626074,1.0,1.0
large_makespan_weights,size_10000/random_tree_3,47216.256699,134401.925093,47216.256699,47216.256699,0.3513064017969125,1.0,1.0
large_makespan_weights,size_10000/random_tree_4,21401.721654,55415.966557,21401.721654,21401.721654,0.3862013600716776,1.0,1.0
large_makespan_weights,size_10000/random_tree_5,19841.858736,46926.028886,19841.858736,19841.858736,0.4228326838438199,1.0,1.0
large_makespan_weights,size_10000/random_tree_6,15742.423375,24753.55178,15742.423375,15742.423375,0.6359662449620391,1.0,1.0
large_makespan_weights,size_10000/random_tree_7,48322.883854,133201.058229,48322.883854,48322.883854,0.36278153114161477,1.0,1.0
large_makespan_weights,size_10000/random_tree_8,43560.3179,122043.267259,43560.3179,43560.3179,0.35692520266239985,1.0,1.0
large_makespan_weights,size_10000/random_tree_9,49949.063116,92386.570821,49949.063116,49949.063116,0.5406528532461374,1.0,1.0
large_makespan_weights,size_2000/random_tree_1,33211.271928,130587.085104,33211.271928,33211.271928,0.2543227908146539,1.0,1.0
large_makespan_weights,size_2000/random_tree_10,15520.711752,30298.760146,15520.711752,15520.711752,0.5122556724173092,1.0,1.0
large_makespan_weights,size_2000/random_tree_2,31165.197722,92741.197722,31165.197722,31165.197722,0.33604480519456364,1.0,1.0
large_makespan_weights,size_2000/random_tree_3,45343.357622,137368.535135,45343.357622,45343.357622,0.33008547101007124,1.0,1.0
large_makespan_weights,size_2000/random_tree_4,26909.628824,54190.138821,26909.628824,26909.628824,0.49657796435782264,1.0,1.0
large_makespan_weights,size_2000/random_tree_5,33141.060449,126856.863108,33141.060449,33141.060449,0.26124767424514705,1.0,1.0
large_makespan_weights,size_2000/random_tree_6,34092.952041,67008.331746,34092.952041,34092.952041,0.508786760581234,1.0,1.0
large_makespan_weights,size_2000/random_tree_7,46978.566464,186613.587131,46978.566464,46978.566464,0.2517424759164065,1.0,1.0
large_makespan_weights,size_2000/random_tree_8,27297.722652,104962.251858,27297.722652,27297.722652,0.26007180837669336,1.0,1.0
large_makespan_weights,size_2000/random_tree_9,32401.321527,63540.88473,32401.321527,32401.321527,0.5099287122721182,1.0,1.0
large_makespan_weights,size_20000/random_tree_1,45616.49406,79985.237582,45616.49406,45616.49406,0.5703114154438119,1.0,1.0
large_makespan_weights,size_20000/random_tree_2,50651.718847,124604.884315,50651.718847,50651.718847,0.4064986627566935,1.0,1.0
large_makespan_weights,size_20000/random_tree_3,22105.661348,36518.000858,22105.661348,22105.661348,0.605336021376354,1.0,1.0
large_makespan_weights,size_20000/random_tree_4,36957.226963,62924.21615,36957.226963,36957.226963,0.5873291591730062,1.0,1.0
large_makespan_weights,size_20000/random_tree_5,24421.283284,39248.231872,24421.283284,24421.283284,0.6222263301859042,1.0,1.0
large_makespan_weights,size_30000/random_tree_1,59459.215234,138534.17104,59459.215234,59459.215234,0.42920251940463056,1.0,1.0
large_makespan_weights,size_30000/random_tree_2,63699.212632,162225.35243,63699.212632,63699.212632,0.3926588025720956,1.0,1.0
large_makespan_weights,size_30000/random_tree_3,39573.806589,65408.806589,39573.806589,39573.806589,0.6050226055592833,1.0,1.0
large_makespan_weights,size_30000/random_tree_4,29095.792088,43706.220415,29095.792088,29095.792088,0.6657128393104955,1.0,1.0
large_makespan_weights,size_30000/random_tree_5,42102.083078,69117.211233,42102.083078,42102.083078,0.6091403621027229,1.0,1.0
large_makespan_weights,size_4000/random_tree_1,21109.826776,40160.826776,21109.826776,21109.826776,0.5256322757930665,1.0,1.0
large_makespan_weights,size_4000/random_tree_10,42927.987822,166213.544185,42927.987822,42927.987822,0.2582700948499121,1.0,1.0
large_makespan_weights,size_4000/random_tree_2,44617.859956,130753.793163,44617.859956,44617.859956,0.34123568331496573,1.0,1.0
large_makespan_weights,size_4000/random_tree_3,43577.82884,128166.687818,43577.82884,43577.82884,0.34000901156064545,1.0,1.0
large_makespan_weights,size_4000/random_tree_4,36459.937301,138768.46388,36459.937301,36459.937301,0.26273935937295323,1.0,1.0
large_makespan_weights,size_4000/random_tree_5,31290.648993,60249.812197,31290.648993,31290.648993,0.5193484900946802,1.0,1.0
large_makespan_weights,size_4000/random_tree_6,36805.573232,142489.183639,36805.573232,36805.573232,0.2583043308413351,1.0,1.0
large_makespan_weights,size_4000/random_tree_7,22116.092757,61114.191006,22116.092757,22116.092757,0.3618814614567787,1.0,1.0
large_makespan_weights,size_4000/random_tree_8,27145.256567,77671.605083,27145.256567,27145.256567,0.34948751912610193,1.0,1.0
large_makespan_weights,size_4000/random_tree_9,19351.745565,35786.907411,19351.745565,19351.745565,0.5407493121088122,1.0,1.0
large_makespan_weights,size_50000/random_tree_1,50461.484453,105732.069211,50461.484453,50461.484453,0.47725808101133954,1.0,1.0
large_makespan_weights,size_50000/random_tree_2,47054.384082,97254.740246,47054.384082,47054.384082,0.48382612470074743,1.0,1.0
large_makespan_weights,size_50000/random_tree_3,61152.855231,97816.590381,61152.855231,61152.855231,0.6251787656143696,1.0,1.0
large_makespan_weights,size_50000/random_tree_4,71073.352653,161556.19333,71073.352653,71073.352653,0.43992960707995404,1.0,1.0
large_makespan_weights,size_50000/random_tree_5,32221.835824,46896.173533,33692.165121,33692.165121,0.6870888048323617,0.9563599046923953,0.9563599046923953
20_children,size_10000/random_tree_1,8650.175052,12577.40888,8650.175052,8650.175052,0.6877549370089334,1.0,1.0
20_children,size_10000/random_tree_2,5682.37634,-1.0,5945.100599,6336.969667,not_computed,0.9558082736153881,0.8967024679936817
20_children,size_10000/random_tree_3,8312.22112,16854.177797,8312.22112,8312.22112,0.4931846109680624,1.0,1.0
20_children,size_15000/random_tree_1,7453.069654,-1.0,7560.293318,8579.024254,not_computed,0.98581752592261,0.8687549345165891
20_children,size_15000/random_tree_2,8317.271278,-1.0,8014.581079,9167.842316,not_computed,1.0377674386242242,0.9072223312004879
20_children,size_15000/random_tree_3,5703.558106,-1.0,6004.229751,8041.183559,not_computed,0.9499233611188974,0.7092933601318379
20_children,size_20000/random_tree_1,13211.355899,-1.0,13570.985789,13570.985789,not_computed,0.9735000908856968,0.9735000908856968
20_children,size_20000/random_tree_2,14143.838575,-1.0,13637.553266,13927.484543,not_computed,1.0371243506166334,1.0155343221765585
20_children,size_20000/random_tree_3,14064.175756,23849.789514,14064.175756,14064.175756,0.5896981081423895,1.0,1.0
20_children,size_25000/random_tree_1,7076.84708,-1.0,7860.852872,10463.73507,not_computed,0.9002645381148662,0.6763213166863942
20_children,size_25000/random_tree_2,13929.384687,-1.0,15057.126056,15605.807254,not_computed,0.9251024820536311,0.8925770042065394
20_children,size_25000/random_tree_3,8382.557917,-1.0,8045.718901,10822.853228,not_computed,1.0418656207288244,0.7745238469383778
20_children,size_5000/random_tree_1,5582.392243,15283.413648,5582.392243,5582.392243,0.3652582055011327,1.0,1.0
20_children,size_5000/random_tree_2,6672.672804,10836.997883,6672.672804,6672.672804,0.6157307472088208,1.0,1.0
20_children,size_5000/random_tree_3,3966.257093,5478.606557,3883.430171,3883.430171,0.723953627940726,1.0213282892579145,1.0213282892579145
all_small,size_10000/random_tree_1,695.752665,1030.200533,683.106241,683.106241,0.6753565375994617,1.0185131144190498,1.0185131144190498
all_small,size_10000/random_tree_10,510.496661,510.496661,549.277614,606.473193,1.0,0.9293964435987374,0.8417464562197063
all_small,size_10000/random_tree_2,682.32706,875.739424,682.32706,682.32706,0.7791439340293991,1.0,1.0
all_small,size_10000/random_tree_3,595.473909,1027.944807,627.185938,628.020298,0.5792858769702409,0.9494375956496653,0.9481762148394765
all_small,size_10000/random_tree_4,759.604226,1376.407087,759.604226,759.604226,0.5518746838594272,1.0,1.0
all_small,size_10000/random_tree_5,951.960065,1865.791183,951.960065,951.960065,0.510217903093178,1.0,1.0
all_small,size_10000/random_tree_6,596.824209,732.224977,461.320852,598.263027,0.8150831066228433,1.2937290963817087,0.997595007655387
all_small,size_10000/random_tree_7,837.352334,1209.645963,837.352334,837.352334,0.6922292634477217,1.0,1.0
all_small,size_10000/random_tree_8,430.878984,591.349239,467.349239,586.992786,0.7286370820881364,0.9219635939109767,0.7340447689931235
all_small,size_10000/random_tree_9,785.274534,1086.188547,785.274534,785.274534,0.7229633714780829,1.0,1.0
all_small,size_2000/random_tree_1,365.289356,637.279334,365.289356,365.289356,0.5732013208512423,1.0,1.0
all_small,size_2000/random_tree_10,471.618491,847.17491,471.618491,471.618491,0.5566955364624763,1.0,1.0
all_small,size_2000/random_tree_2,405.625408,976.184074,405.625408,405.625408,0.41552143576560746,1.0,1.0
all_small,size_2000/random_tree_3,518.059676,1366.059676,518.059676,518.059676,0.37923648951921773,1.0,1.0
all_small,size_2000/random_tree_4,216.332816,342.332816,216.332816,216.332816,0.6319371263548395,1.0,1.0
all_small,size_2000/random_tree_5,468.064994,832.064994,468.064994,468.064994,0.5625341738628654,1.0,1.0
all_small,size_2000/random_tree_6,411.132619,733.132619,411.132619,411.132619,0.5607888782261371,1.0,1.0
all_small,size_2000/random_tree_7,578.157237,1550.040613,578.157237,578.157237,0.37299489584406137,1.0,1.0
all_small,size_2000/random_tree_8,551.843726,1453.631014,551.843726,551.843726,0.3796312273783118,1.0,1.0
all_small,size_2000/random_tree_9,289.033465,1063.58094,289.033465,289.033465,0.2717550250571432,1.0,1.0
all_small,size_20000/random_tree_1,859.64908,1381.752377,979.217953,1204.471246,0.6221440934781906,0.87789350406242,0.7137149042410598
all_small,size_20000/random_tree_2,989.05761,1224.481614,974.645976,1052.143129,0.8077357787096997,1.0147865320894731,0.9400409342976377
all_small,size_20000/random_tree_3,1319.738949,1131.168605,1015.672153,1207.428137,1.166704011379453,1.2993749460412745,1.0930165602062658
all_small,size_20000/random_tree_4,1261.902491,2077.100834,1218.161052,1345.665645,0.6075306842806844,1.035907763532732,0.937753368148148
all_small,size_20000/random_tree_5,914.46295,1130.475309,925.910126,1106.997602,0.808918994267039,0.987636838956009,0.8260749150204574
all_small,size_30000/random_tree_1,1465.611315,1894.493939,1293.179943,1756.185719,0.7736162596400896,1.1333390398864236,0.834542326101218
all_small,size_30000/random_tree_2,1958.772651,2062.658904,1801.121426,1803.897642,0.9496347879920722,1.0875294817574392,1.0858557633171961
all_small,size_30000/random_tree_3,1401.079584,1622.673984,1349.470828,1651.632914,0.8634387423567642,1.0382436988849084,0.8482996264628813
all_small,size_30000/random_tree_4,1662.307329,2321.176826,1530.16996,1848.864925,0.7161485115567839,1.086354700754941,0.8990961462476768
all_small,size_30000/random_tree_5,1656.041393,2162.282085,1599.587426,1811.053564,0.7658766654397916,1.0352928299400121,0.9144077380805729
all_small,size_4000/random_tree_1,388.316612,1007.577117,388.316612,388.316612,0.3853964182475573,1.0,1.0
all_small,size_4000/random_tree_10,596.024084,1011.024084,596.024084,596.024084,0.589525109670879,1.0,1.0
all_small,size_4000/random_tree_2,461.17134,998.867933,461.17134,461.17134,0.4616940085511785,1.0,1.0
all_small,size_4000/random_tree_3,650.310661,1099.310661,650.310661,650.310661,0.5915622253753436,1.0,1.0
all_small,size_4000/random_tree_4,681.699277,2141.688273,681.699277,681.699277,0.318299953169702,1.0,1.0
all_small,size_4000/random_tree_5,640.941586,1547.536412,640.941586,640.941586,0.4141689856406429,1.0,1.0
all_small,size_4000/random_tree_6,615.008596,996.736018,615.008596,615.008596,0.6170225464853223,1.0,1.0
all_small,size_4000/random_tree_7,456.804497,456.804497,456.804497,456.804497,1.0,1.0,1.0
all_small,size_4000/random_tree_8,330.390762,529.082032,308.514937,308.514937,0.6244603710148297,1.0709068585551176,1.0709068585551176
all_small,size_4000/random_tree_9,524.856602,524.856602,524.856602,524.856602,1.0,1.0,1.0
all_small,size_50000/random_tree_1,2134.463295,2429.005197,1739.039575,1953.495362,0.8787396987195495,1.2273805183530686,1.092638015180504
all_small,size_50000/random_tree_2,2319.601483,2723.941298,2007.716749,2681.751184,0.8515607457117821,1.155342995547227,0.864957754783264
all_small,size_50000/random_tree_3,1777.972209,2108.500628,1911.004981,2338.398416,0.8432400661348061,0.9303859627145576,0.7603375869717489
all_small,size_50000/random_tree_4,1884.75899,2461.54784,1711.564137,2236.502464,0.7656804224450905,1.1011909803763316,0.842726095919025
all_small,size_50000/random_tree_5,1579.150765,1666.754896,1638.359437,2334.635787,0.9474403037841745,0.9638609998130709,0.6764013358285765
large_node_weights,size_10000/random_tree_1,9501.659333,19192.453487,9501.659333,9501.659333,0.49507267736435806,1.0,1.0
large_node_weights,size_10000/random_tree_10,9145.170261,13616.934207,9145.170261,9145.170261,0.6716027353865586,1.0,1.0
large_node_weights,size_10000/random_tree_2,8396.161591,11362.362995,6436.651325,6436.651325,0.7389450235566956,1.3044300781664604,1.3044300781664604
large_node_weights,size_10000/random_tree_3,7077.869286,11906.371823,7199.270403,7199.270403,0.5944606292512556,0.983137024975557,0.983137024975557
large_node_weights,size_10000/random_tree_4,7703.04002,13947.181211,7703.04002,7703.04002,0.5523008487137667,1.0,1.0
large_node_weights,size_10000/random_tree_5,9481.582969,15012.77948,9481.582969,9481.582969,0.6315674576870558,1.0,1.0
large_node_weights,size_10000/random_tree_6,9497.909865,14398.554739,9497.909865,9497.909865,0.6596432792851016,1.0,1.0
large_node_weights,size_10000/random_tree_7,7046.01575,8244.590647,7092.883682,7092.883682,0.8546228735521111,0.9933922598901573,0.9933922598901573
large_node_weights,size_10000/random_tree_8,7560.834013,14013.577406,7164.307085,7164.307085,0.5395363220930853,1.0553475616407082,1.0553475616407082
large_node_weights,size_10000/random_tree_9,8721.106556,16897.713695,8721.106556,8721.106556,0.5161116298579824,1.0,1.0
large_node_weights,size_2000/random_tree_1,5620.140335,15076.246779,5620.140335,5620.140335,0.37278113162941884,1.0,1.0
large_node_weights,size_2000/random_tree_10,2442.924941,5209.681521,2442.924941,2442.924941,0.46892020772338494,1.0,1.0
large_node_weights,size_2000/random_tree_2,3921.083731,12450.249089,3921.083731,3921.083731,0.3149401833626238,1.0,1.0
large_node_weights,size_2000/random_tree_3,2018.824017,3267.78948,2018.824017,2018.824017,0.6177950046525029,1.0,1.0
large_node_weights,size_2000/random_tree_4,2993.911446,5025.911446,2993.911446,2993.911446,0.5956952242727597,1.0,1.0
large_node_weights,size_2000/random_tree_5,2600.433989,7435.896027,2600.433989,2600.433989,0.3497136027128046,1.0,1.0
large_node_weights,size_2000/random_tree_6,4698.679381,12024.439206,4698.679381,4698.679381,0.39076079146006537,1.0,1.0
large_node_weights,size_2000/random_tree_7,2060.926194,4085.167595,2060.926194,2060.926194,0.5044899985308926,1.0,1.0
large_node_weights,size_2000/random_tree_8,3423.944706,5955.122016,3423.944706,3423.944706,0.5749579432294877,1.0,1.0
large_node_weights,size_2000/random_tree_9,5804.890914,15487.602974,5804.890914,5804.890914,0.3748088664039897,1.0,1.0
large_node_weights,size_20000/random_tree_1,12006.680218,12006.680218,11452.547171,12664.170716,1.0,1.0483851355271576,0.9480826251679217
large_node_weights,size_20000/random_tree_2,6608.737083,6608.737083,6968.303332,8230.995103,1.0,0.9483997421081266,0.8029086398789467
large_node_weights,size_20000/random_tree_3,13381.33862,25393.366275,12714.991906,13678.270829,0.5269619819241551,1.0524063812958908,0.9782916852055263
large_node_weights,size_20000/random_tree_4,14120.010737,18744.533353,14120.010737,14120.010737,0.7532868634865291,1.0,1.0
large_node_weights,size_20000/random_tree_5,10368.883717,10368.883717,10619.623917,12721.169388,1.0,0.976388975545677,0.8150888806481161
large_node_weights,size_30000/random_tree_1,9723.182,9601.534613,10551.922105,13307.311316,1.0126695775105885,0.9214607446156845,0.7306646526191483
large_node_weights,size_30000/random_tree_2,5262.682808,6235.895234,5896.178322,7049.223446,0.843933807499884,0.8925582844677064,0.7465620643627416
large_node_weights,size_30000/random_tree_3,14952.066282,18577.259672,12459.279958,15896.828199,0.8048585499688116,1.200074669836711,0.9405691559867628
large_node_weights,size_30000/random_tree_4,16221.122251,27576.466634,14626.484184,17597.916906,0.5882233741649993,1.1090240174562513,0.9217637711125581
large_node_weights,size_30000/random_tree_5,15784.426502,25663.503477,16098.224248,18641.718326,0.6150534558208792,0.9805073068205653,0.8467259415665093
large_node_weights,size_4000/random_tree_1,5940.017374,10054.017374,5940.017374,5940.017374,0.5908103351164947,1.0,1.0
large_node_weights,size_4000/random_tree_10,4342.477913,6916.365152,4342.477913,4342.477913,0.6278555017796145,1.0,1.0
large_node_weights,size_4000/random_tree_2,4496.11434,8435.482118,4496.11434,4496.11434,0.5330002810871942,1.0,1.0
large_node_weights,size_4000/random_tree_3,4773.20089,9308.945166,4773.20089,4773.20089,0.5127542170334877,1.0,1.0
large_node_weights,size_4000/random_tree_4,4347.968474,9536.586249,4347.968474,4347.968474,0.4559250407299494,1.0,1.0
large_node_weights,size_4000/random_tree_5,5451.737515,15892.307378,5451.737515,5451.737515,0.3430425416102218,1.0,1.0
large_node_weights,size_4000/random_tree_6,4561.594314,7197.378357,4561.594314,4561.594314,0.6337855379748796,1.0,1.0
large_node_weights,size_4000/random_tree_7,3451.578881,6855.257781,3451.578881,3451.578881,0.5034936673813171,1.0,1.0
large_node_weights,size_4000/random_tree_8,6715.504885,11615.504885,6715.504885,6715.504885,0.5781500633409618,1.0,1.0
large_node_weights,size_4000/random_tree_9,4520.027349,9781.037287,4520.027349,4520.027349,0.46212147202501513,1.0,1.0
large_node_weights,size_50000/random_tree_1,19069.458584,-1.0,17630.127849,23787.888582,not_computed,1.08164040257267,0.8016456995863694
large_node_weights,size_50000/random_tree_2,17042.816146,20272.296016,17284.690323,23604.850155,0.8406949135188674,0.9860064500734418,0.7220048436693837
large_node_weights,size_50000/random_tree_3,14819.398165,15454.850568,14499.670416,18221.413097,0.9588833033225352,1.022050690796888,0.8132957683419124
large_node_weights,size_50000/random_tree_4,18670.347907,24808.584229,19477.91213,23443.028182,0.752576113762078,0.9585394873120828,0.7964136613262038
large_node_weights,size_50000/random_tree_5,13747.579215,13433.867777,15118.142193,22397.250792,1.0233522797162782,0.9093431613155089,0.6138065489676283
3_children,size_10000/random_tree_1,3840.522109,-1.0,5571.799794,5204.433142,not_computed,0.6892785546845512,0.7379328361444056
3_children,size_10000/random_tree_2,7074.827171,-1.0,9250.282211,6906.708937,not_computed,0.7648228464410468,1.0243412941725938
3_children,size_10000/random_tree_3,6317.687548,11581.646861,8015.510234,6317.687548,0.5454912953074196,0.7881828309820856,1.0
3_children,size_15/random_tree_1,2245.12321,2245.12321,2245.12321,2245.12321,1.0,1.0,1.0
3_children,size_15000/random_tree_1,11101.866533,-1.0,17338.75788,10435.158059,not_computed,0.640291917669941,1.0638905965995393
3_children,size_15000/random_tree_2,10513.843725,-1.0,17970.8141,10893.383874,not_computed,0.5850510536971166,0.9651586547036248
3_children,size_15000/random_tree_3,10140.010096,-1.0,-1.0,10408.038707,not_computed,not_computed,0.9742479233076127
3_children,size_20/random_tree_1,4253.203671,4253.203671,4253.203671,4253.203671,1.0,1.0,1.0
3_children,size_20000/random_tree_1,8281.76977,-1.0,-1.0,9245.378911,not_computed,not_computed,0.895773969863635
3_children,size_20000/random_tree_2,8996.962509,-1.0,-1.0,8382.120069,not_computed,not_computed,1.0733516622213397
3_children,size_20000/random_tree_3,7364.252553,-1.0,-1.0,9844.047168,not_computed,not_computed,0.7480919612960555
3_children,size_25000/random_tree_1,14752.490188,-1.0,-1.0,14393.187277,not_computed,not_computed,1.0249634013707414
3_children,size_25000/random_tree_2,8602.09409,-1.0,-1.0,12983.831492,not_computed,not_computed,0.6625235467127087
3_children,size_25000/random_tree_3,8545.305837,-1.0,-1.0,10532.922332,not_computed,not_computed,0.8112948683803131
3_children,size_5000/random_tree_1,5412.573943,20373.628769,9764.641763,5412.573943,0.265665680098954,0.5543033809503617,1.0
